"parasite_species","parasite_genus","parasite_family","parasite_order","parasite_class","parasite_phylum","host_species","host_genus","host_in_cycle_exposed","to_int_def","exposure_type","likely_undercount","dpi","dose","sample_size","tot_given","tot_recovered","recovery_rate","worm_length","worm_width","worm_volume","imputed_worm_volume","log_ws","host_bm","log_hm","study"
"Anisakis pegreffii","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Oncorhynchus mykiss","Oncorhynchus","3","Intermediate","Individual","no",7,40,1,40,40,1,21.19666667,0.433333333,3.106630393,3.106630393,1.13353866388826,8768.414644,9.07891129867182,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis pegreffii","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Oncorhynchus mykiss","Oncorhynchus","3","Intermediate","Individual","no",14,40,1,40,7,0.175,21.19666667,0.433333333,3.106630393,3.106630393,1.13353866388826,8768.414644,9.07891129867182,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis pegreffii","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Oncorhynchus mykiss","Oncorhynchus","3","Intermediate","Individual","no",14,40,1,40,3,0.075,21.19666667,0.433333333,3.106630393,3.106630393,1.13353866388826,8768.414644,9.07891129867182,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis pegreffii","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Oncorhynchus mykiss","Oncorhynchus","3","Intermediate","Individual","no",14,40,1,40,1,0.025,21.19666667,0.433333333,3.106630393,3.106630393,1.13353866388826,8768.414644,9.07891129867182,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis pegreffii","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Oncorhynchus mykiss","Oncorhynchus","3","Intermediate","Individual","no",21,40,1,40,2,0.05,21.19666667,0.433333333,3.106630393,3.106630393,1.13353866388826,8768.414644,9.07891129867182,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis pegreffii","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Oncorhynchus mykiss","Oncorhynchus","3","Intermediate","Individual","no",21,40,1,40,3,0.075,21.19666667,0.433333333,3.106630393,3.106630393,1.13353866388826,8768.414644,9.07891129867182,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis pegreffii","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Oncorhynchus mykiss","Oncorhynchus","3","Intermediate","Individual","no",21,40,1,40,2,0.05,21.19666667,0.433333333,3.106630393,3.106630393,1.13353866388826,8768.414644,9.07891129867182,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis pegreffii","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Oncorhynchus mykiss","Oncorhynchus","3","Intermediate","Individual","no",28,40,1,40,1,0.025,21.19666667,0.433333333,3.106630393,3.106630393,1.13353866388826,8768.414644,9.07891129867182,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis pegreffii","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Paralichthys olivaceus","Paralichthys","3","Intermediate","Individual","no",3,40,1,40,27,0.675,21.19666667,0.433333333,3.106630393,3.106630393,1.13353866388826,5471.555366,8.60731819978747,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis pegreffii","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Paralichthys olivaceus","Paralichthys","3","Intermediate","Individual","no",3,40,1,40,28,0.7,21.19666667,0.433333333,3.106630393,3.106630393,1.13353866388826,5471.555366,8.60731819978747,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis pegreffii","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Paralichthys olivaceus","Paralichthys","3","Intermediate","Individual","no",3,40,1,40,11,0.275,21.19666667,0.433333333,3.106630393,3.106630393,1.13353866388826,5471.555366,8.60731819978747,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis pegreffii","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Paralichthys olivaceus","Paralichthys","3","Intermediate","Individual","no",3,40,1,40,30,0.75,21.19666667,0.433333333,3.106630393,3.106630393,1.13353866388826,5471.555366,8.60731819978747,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis pegreffii","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Paralichthys olivaceus","Paralichthys","3","Intermediate","Individual","no",3,40,1,40,36,0.9,21.19666667,0.433333333,3.106630393,3.106630393,1.13353866388826,5471.555366,8.60731819978747,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis pegreffii","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Paralichthys olivaceus","Paralichthys","3","Intermediate","Individual","no",7,40,1,40,22,0.55,21.19666667,0.433333333,3.106630393,3.106630393,1.13353866388826,5471.555366,8.60731819978747,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis pegreffii","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Paralichthys olivaceus","Paralichthys","3","Intermediate","Individual","no",7,40,1,40,13,0.325,21.19666667,0.433333333,3.106630393,3.106630393,1.13353866388826,5471.555366,8.60731819978747,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis pegreffii","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Paralichthys olivaceus","Paralichthys","3","Intermediate","Individual","no",7,40,1,40,16,0.4,21.19666667,0.433333333,3.106630393,3.106630393,1.13353866388826,5471.555366,8.60731819978747,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis pegreffii","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Paralichthys olivaceus","Paralichthys","3","Intermediate","Individual","no",7,40,1,40,22,0.55,21.19666667,0.433333333,3.106630393,3.106630393,1.13353866388826,5471.555366,8.60731819978747,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis pegreffii","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Paralichthys olivaceus","Paralichthys","3","Intermediate","Individual","no",7,40,1,40,14,0.35,21.19666667,0.433333333,3.106630393,3.106630393,1.13353866388826,5471.555366,8.60731819978747,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis pegreffii","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Paralichthys olivaceus","Paralichthys","3","Intermediate","Individual","no",14,40,1,40,16,0.4,21.19666667,0.433333333,3.106630393,3.106630393,1.13353866388826,5471.555366,8.60731819978747,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis pegreffii","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Paralichthys olivaceus","Paralichthys","3","Intermediate","Individual","no",14,40,1,40,12,0.3,21.19666667,0.433333333,3.106630393,3.106630393,1.13353866388826,5471.555366,8.60731819978747,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis pegreffii","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Paralichthys olivaceus","Paralichthys","3","Intermediate","Individual","no",14,40,1,40,12,0.3,21.19666667,0.433333333,3.106630393,3.106630393,1.13353866388826,5471.555366,8.60731819978747,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis pegreffii","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Paralichthys olivaceus","Paralichthys","3","Intermediate","Individual","no",14,40,1,40,17,0.425,21.19666667,0.433333333,3.106630393,3.106630393,1.13353866388826,5471.555366,8.60731819978747,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis pegreffii","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Paralichthys olivaceus","Paralichthys","3","Intermediate","Individual","no",14,40,1,40,9,0.225,21.19666667,0.433333333,3.106630393,3.106630393,1.13353866388826,5471.555366,8.60731819978747,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis pegreffii","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Paralichthys olivaceus","Paralichthys","3","Intermediate","Individual","no",21,40,1,40,30,0.75,21.19666667,0.433333333,3.106630393,3.106630393,1.13353866388826,5471.555366,8.60731819978747,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis pegreffii","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Paralichthys olivaceus","Paralichthys","3","Intermediate","Individual","no",21,40,1,40,27,0.675,21.19666667,0.433333333,3.106630393,3.106630393,1.13353866388826,5471.555366,8.60731819978747,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis pegreffii","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Paralichthys olivaceus","Paralichthys","3","Intermediate","Individual","no",21,40,1,40,35,0.875,21.19666667,0.433333333,3.106630393,3.106630393,1.13353866388826,5471.555366,8.60731819978747,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis pegreffii","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Paralichthys olivaceus","Paralichthys","3","Intermediate","Individual","no",21,40,1,40,14,0.35,21.19666667,0.433333333,3.106630393,3.106630393,1.13353866388826,5471.555366,8.60731819978747,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis pegreffii","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Paralichthys olivaceus","Paralichthys","3","Intermediate","Individual","no",21,40,1,40,18,0.45,21.19666667,0.433333333,3.106630393,3.106630393,1.13353866388826,5471.555366,8.60731819978747,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis pegreffii","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Paralichthys olivaceus","Paralichthys","3","Intermediate","Individual","no",28,40,1,40,20,0.5,21.19666667,0.433333333,3.106630393,3.106630393,1.13353866388826,5471.555366,8.60731819978747,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis pegreffii","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Paralichthys olivaceus","Paralichthys","3","Intermediate","Individual","no",28,40,1,40,19,0.475,21.19666667,0.433333333,3.106630393,3.106630393,1.13353866388826,5471.555366,8.60731819978747,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis pegreffii","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Paralichthys olivaceus","Paralichthys","3","Intermediate","Individual","no",28,40,1,40,18,0.45,21.19666667,0.433333333,3.106630393,3.106630393,1.13353866388826,5471.555366,8.60731819978747,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis pegreffii","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Paralichthys olivaceus","Paralichthys","3","Intermediate","Individual","no",28,40,1,40,26,0.65,21.19666667,0.433333333,3.106630393,3.106630393,1.13353866388826,5471.555366,8.60731819978747,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis pegreffii","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Paralichthys olivaceus","Paralichthys","3","Intermediate","Individual","no",28,40,1,40,16,0.4,21.19666667,0.433333333,3.106630393,3.106630393,1.13353866388826,5471.555366,8.60731819978747,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis pegreffii","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Paralichthys olivaceus","Paralichthys","3","Intermediate","Individual","no",35,40,1,40,23,0.575,21.19666667,0.433333333,3.106630393,3.106630393,1.13353866388826,5471.555366,8.60731819978747,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis pegreffii","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Paralichthys olivaceus","Paralichthys","3","Intermediate","Individual","no",35,40,1,40,22,0.55,21.19666667,0.433333333,3.106630393,3.106630393,1.13353866388826,5471.555366,8.60731819978747,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis pegreffii","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Paralichthys olivaceus","Paralichthys","3","Intermediate","Individual","no",35,40,1,40,21,0.525,21.19666667,0.433333333,3.106630393,3.106630393,1.13353866388826,5471.555366,8.60731819978747,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis pegreffii","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Paralichthys olivaceus","Paralichthys","3","Intermediate","Individual","no",35,40,1,40,19,0.475,21.19666667,0.433333333,3.106630393,3.106630393,1.13353866388826,5471.555366,8.60731819978747,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis pegreffii","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Paralichthys olivaceus","Paralichthys","3","Intermediate","Individual","no",35,40,1,40,24,0.6,21.19666667,0.433333333,3.106630393,3.106630393,1.13353866388826,5471.555366,8.60731819978747,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis simplex","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Oncorhynchus mykiss","Oncorhynchus","3","Intermediate","Individual","no",3,20,1,20,20,1,24.36636364,0.558428571,6.309682874,6.309682874,1.84208541760395,8768.414644,9.07891129867182,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis simplex","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Oncorhynchus mykiss","Oncorhynchus","3","Intermediate","Individual","no",3,20,1,20,20,1,24.36636364,0.558428571,6.309682874,6.309682874,1.84208541760395,8768.414644,9.07891129867182,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis simplex","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Oncorhynchus mykiss","Oncorhynchus","3","Intermediate","Individual","no",3,20,1,20,20,1,24.36636364,0.558428571,6.309682874,6.309682874,1.84208541760395,8768.414644,9.07891129867182,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis simplex","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Oncorhynchus mykiss","Oncorhynchus","3","Intermediate","Individual","no",7,20,1,20,20,1,24.36636364,0.558428571,6.309682874,6.309682874,1.84208541760395,8768.414644,9.07891129867182,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis simplex","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Oncorhynchus mykiss","Oncorhynchus","3","Intermediate","Individual","no",7,20,1,20,20,1,24.36636364,0.558428571,6.309682874,6.309682874,1.84208541760395,8768.414644,9.07891129867182,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis simplex","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Oncorhynchus mykiss","Oncorhynchus","3","Intermediate","Individual","no",7,20,1,20,20,1,24.36636364,0.558428571,6.309682874,6.309682874,1.84208541760395,8768.414644,9.07891129867182,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis simplex","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Oncorhynchus mykiss","Oncorhynchus","3","Intermediate","Individual","no",14,20,1,20,17,0.85,24.36636364,0.558428571,6.309682874,6.309682874,1.84208541760395,8768.414644,9.07891129867182,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis simplex","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Oncorhynchus mykiss","Oncorhynchus","3","Intermediate","Individual","no",14,20,1,20,14,0.7,24.36636364,0.558428571,6.309682874,6.309682874,1.84208541760395,8768.414644,9.07891129867182,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis simplex","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Oncorhynchus mykiss","Oncorhynchus","3","Intermediate","Individual","no",14,20,1,20,16,0.8,24.36636364,0.558428571,6.309682874,6.309682874,1.84208541760395,8768.414644,9.07891129867182,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis simplex","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Oncorhynchus mykiss","Oncorhynchus","3","Intermediate","Individual","no",21,20,1,20,7,0.35,24.36636364,0.558428571,6.309682874,6.309682874,1.84208541760395,8768.414644,9.07891129867182,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis simplex","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Oncorhynchus mykiss","Oncorhynchus","3","Intermediate","Individual","no",21,20,1,20,13,0.65,24.36636364,0.558428571,6.309682874,6.309682874,1.84208541760395,8768.414644,9.07891129867182,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis simplex","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Oncorhynchus mykiss","Oncorhynchus","3","Intermediate","Individual","no",21,20,1,20,15,0.75,24.36636364,0.558428571,6.309682874,6.309682874,1.84208541760395,8768.414644,9.07891129867182,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis simplex","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Oncorhynchus mykiss","Oncorhynchus","3","Intermediate","Individual","no",28,20,1,20,10,0.5,24.36636364,0.558428571,6.309682874,6.309682874,1.84208541760395,8768.414644,9.07891129867182,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis simplex","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Oncorhynchus mykiss","Oncorhynchus","3","Intermediate","Individual","no",28,20,1,20,9,0.45,24.36636364,0.558428571,6.309682874,6.309682874,1.84208541760395,8768.414644,9.07891129867182,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis simplex","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Oncorhynchus mykiss","Oncorhynchus","3","Intermediate","Individual","no",28,20,1,20,12,0.6,24.36636364,0.558428571,6.309682874,6.309682874,1.84208541760395,8768.414644,9.07891129867182,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis simplex","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Oncorhynchus mykiss","Oncorhynchus","3","Intermediate","Individual","no",35,20,1,20,6,0.3,24.36636364,0.558428571,6.309682874,6.309682874,1.84208541760395,8768.414644,9.07891129867182,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis simplex","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Oncorhynchus mykiss","Oncorhynchus","3","Intermediate","Individual","no",35,20,1,20,7,0.35,24.36636364,0.558428571,6.309682874,6.309682874,1.84208541760395,8768.414644,9.07891129867182,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis simplex","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Oncorhynchus mykiss","Oncorhynchus","3","Intermediate","Individual","no",35,20,1,20,8,0.4,24.36636364,0.558428571,6.309682874,6.309682874,1.84208541760395,8768.414644,9.07891129867182,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis simplex","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Paralichthys olivaceus","Paralichthys","3","Intermediate","Individual","no",3,20,1,20,13,0.65,24.36636364,0.558428571,6.309682874,6.309682874,1.84208541760395,5471.555366,8.60731819978747,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
"Anisakis simplex","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda","Paralichthys olivaceus","Paralichthys","3","Intermediate","Individual","no",3,20,1,20,10,0.5,24.36636364,0.558428571,6.309682874,6.309682874,1.84208541760395,5471.555366,8.60731819978747,"Quiazon et al. 2011 . Parasitol. International 60 : 126-131"
